118	O
مترا	O
تقريبا	O
يحيط	O
به	O
من	O
ثلاثة	O
جهات	O
الشمالية	O
والغربية	O
والجنوبية	O
ثلاث	O
زيادات	O
عرض	O
كل	O
منها	O
19	O
مترا	O
على	O
وجه	O
التقريب	O
مكونين	O
مع	O
الجامع	O
مربعا	O
طول	O
ضلعه	O
162	O
مترا	O
ويتوسط	O
الزيادة	O
الغربية	O
الفريدة	O
في	O
نوعها	O
منارة	O
الجامع	O
والتي	O
لا	O
توجد	O
مثيلة	O
لها	O
في	O
مآذن	B-LOC
القاهرة	I-LOC
وأغلب	O
الظن	O
أنها	O
بنيت	O
على	O
غرار	O
المنارة	O
الأصلية	O
للجامع	O
ذلك	O
لأن	O
هذه	O
المنارة	O
بنيت	O
في	O
العهد	O
المملوكي	O
كما	O
تقدم	O
ولعلها	O
قد	O
بنيت	O
على	O
نمط	O
مئذنة	B-LOC
سامراء	I-LOC
وهي	O
مربعة	O
من	O
الأسفل	O
ثم	O
أسطوانية	O
وتنتهى	O
مثمنة	O
تعلوها	O
قبة	O
ويبلغ	O
ارتفاعها	O
أربعين	O
مترا	O
. O
ولم	O
يكن	O
مندليف	B-PERS
قد	O
رتب	O
الجدول	O
الدوري	O
للعناصر	O
فقط	O
بل	O
كتب	O
مجلدين	O
بعنوان	O
مباديء	O
الكيمياء	B-MISC
Principles	B-MISC
of	I-MISC
Chemistry	I-MISC
. O
شمل	O
الجيل	O
الأول	O
من	O
أنظمة	O
صوت	O
الخادم	O
العميل	O
rplay	O
ونظام	O
صوت	O
الشبكة	O
. O
وأخيرا	O
كان	O
تنظيم	O
جدول	O
مندليف	B-PERS
يعتمد	O
علي	O
الوزن	O
الذري	O
في	O
الترتيب	O
التصاعدي	O
والجدول	O
الدوري	O
الحديث	O
يعتمد	O
علي	O
العدد	O
الذري	O
التصاعدي	O
ولكل	O
عنصر	O
عدده	O
الذري	O
ولا	O
يتكرر	O
مع	O
عنصر	O
آخر	O
. O
دي	I-MISC
. O
وبمجرد	O
الانتهاء	O
من	O
تحميل	O
البرنامج	O
فإن	O
الكمبيوتر	O
يصبح	O
قادرا	O
على	O
تشغيل	O
البرنامج	O
. O
وهو	O
بناء	O
كبير	O
وفناء	O
واسع	O
يحيط	O
بالمرقد	O
الشريف	O
ويطلق	O
عليه	O
البعض	O
اسم	O
الجامع	O
لاجتماع	O
الناس	O
فيه	O
لإقامة	O
الصلوات	O
الخمس	O
وأداء	O
الزيارات	O
المخصوصة	O
في	O
مواسمها	O
المعلومة	O
. O
لم	O
يعجب	O
اختيار	O
هذا	O
الرمز	O
مجموعة	O
تطلق	O
على	O
نفسها	O
المجموعة	B-PERS
اليونانية	I-PERS
لأصدقاء	I-PERS
العراقة	I-PERS
واعتبرت	O
الدمية	O
إهانة	O
للموروث	O
اليوناني	O
العريق	O
وقاموا	O
برفع	O
دعوى	O
قضائية	O
ضد	O
اللجنة	O
المنظمة	O
مطالبين	O
بمبلغ	O
3	O
مليون	O
يورو	O
. O
ووصلت	O
إلى	O
عكا	B-LOC
. O
تولد	O
بعض	O
المواد	O
الكيميائية	O
إشعاعا	O
مرئيا	O
بعملية	O
التألق	O
الكيميائي	O
. O
يقع	O
جزء	O
من	O
المدينة	O
العريقة	O
على	O
سفوح	O
جبل	O
قاسيون	B-LOC
والقسم	O
الأكبر	O
من	O
امتداد	O
دمشق	B-LOC
بما	O
فيه	O
المدينة	O
القديمة	O
دمشق	B-LOC
القديمة	I-LOC
يقع	O
على	O
الضفة	O
الجنوبية	O
نهر	O
بردى	B-LOC
بينما	O
تنتشر	O
وتمتد	O
الأحياء	O
الحديثة	O
على	O
الضفة	O
الشمالية	O
والغربية	O
وفي	O
جميع	O
الاتجاهات	O
. O
ولتصور	O
مدى	O
الحماس	O
في	O
العمل	O
فإن	O
التحكم	O
في	O
الانشطار	O
المتسلسل	O
كان	O
يتم	O
بربط	O
قضبان	O
الكادميوم	B-MISC
داخل	O
أكوام	O
اليورانيوم	B-MISC
والجرافيت	B-MISC
بالحبال	O
بحيث	O
يمكن	O
شدها	O
للخارج	O
أو	O
للداخل	O
للتحكم	O
في	O
معدل	O
الانشطار	O
. O
وأن	O
مضامين	O
النماذج	O
الرياضية	O
في	O
أي	O
علم	O
من	O
العلوم	B-MISC
الطبيعية	I-MISC
لا	O
يتدخل	O
في	O
شأنها	O
علم	B-MISC
الرياضيات	I-MISC
فالمعادلة	O
الفيزيائية	O
الرياضية	O
هي	O
لغة	O
الفيزياء	B-MISC
. O
تعتبر	O
هذه	O
العمارة	O
هي	O
السابعة	O
بالنسبة	O
لصاحب	O
كتاب	O
مدينة	O
الحسين	B-PERS
عليه	O
السلام	O
للسيد	O
حسن	B-PERS
الكليدار	I-PERS
ج1	O
ص31	O
في	O
حين	O
يعتبرها	O
الثامنة	O
صاحب	O
كتاب	O
تأريخ	O
مرقد	O
الحسين	B-PERS
والعباس	B-PERS
عليه	O
السلام	O
للسيد	O
هادي	B-PERS
طعمة	I-PERS
ص83	O
باعتبار	O
أن	O
الذي	O
قام	O
بتشييدها	O
السلطان	O
معز	B-PERS
الدين	I-PERS
أويس	I-PERS
ابن	I-PERS
الشيخ	I-PERS
حسن	I-PERS
الجلائري	I-PERS
بن	I-PERS
حسين	I-PERS
بن	I-PERS
أيليعا	I-PERS
بن	I-PERS
سبط	I-PERS
أرعون	I-PERS
بن	I-PERS
ألغابن	I-PERS
هولاكو	I-PERS
خان	I-PERS
الذي	O
تولى	O
في	O
عام	O
757	O
ه	O
سلطة	O
العراق	B-LOC
بعد	O
أخيه	O
السلطان	O
حسين	B-PERS
الصغير	I-PERS
وبني	O
حرم	B-LOC
الإمام	I-LOC
الحسين	I-LOC
عليه	O
السلام	O
وأقام	O
عليه	O
قبة	O
على	O
شكل	O
نصف	O
دائرة	O
محاطة	O
بأروقة	O
كما	O
هو	O
عليه	O
الحال	O
اليوم	O
وقد	O
بوشر	O
بالعمل	O
في	O
عام	O
767	O
ه	O
. O
كان	O
تأثر	O
الأوروبيين	B-PERS
بالحضارة	O
العربية	O
والإسلامية	O
كبيرا	O
في	O
فترة	O
الحروب	B-MISC
الصليبية	I-MISC
ولكن	O
يرى	O
العديد	O
من	O
المؤرخين	O
ان	O
التأثير	O
الاعظم	O
وانتقال	O
المعارف	O
الطبية	O
والمعمارية	O
والعلمية	O
الأخرى	O
كان	O
قد	O
حدث	O
في	O
مناطق	O
التبادل	O
الثقافي	O
والتجاري	O
التي	O
كانت	O
في	O
حالة	O
سلام	O
مع	O
الولايات	B-LOC
الإسلامية	I-LOC
مثل	O
الدولة	B-LOC
النورمانية	I-LOC
في	O
جنوب	B-LOC
إيطاليا	I-LOC
ومناطق	O
التداخل	O
العربي	O
الإسلامي	O
مع	O
أوروبا	B-LOC
في	O
الاندلس	B-LOC
ومدن	O
الازدهار	O
التجاري	O
في	O
حوض	O
المتوسط	B-LOC
كالبندقية	B-LOC
وجنوه	B-LOC
والإسكندرية	B-LOC
ولكن	O
ما	O
من	O
شك	O
بتأثر	O
الاوروبين	B-PERS
بالعرب	B-PERS
خلال	O
الحملات	B-MISC
الصليبية	I-MISC
أيضا	O
فكان	O
تطور	O
بناء	O
القلاع	B-LOC
الاوربية	I-LOC
لتصبح	O
ابنية	O
حجرية	O
ضخمة	O
كما	O
هي	O
القلاع	O
في	O
الشرق	O
بدلا	O
من	O
الابنية	O
الخشبية	O
البسيطة	O
التي	O
كانت	O
في	O
السابق	O
كما	O
ساهمت	O
الحملات	B-MISC
الصليبية	I-MISC
في	O
إنشاء	O
المدن	O
الدول	O
في	O
إيطاليا	B-LOC
التي	O
استفادت	O
منذ	O
البدء	O
من	O
العلاقات	O
التجارية	O
والمبادلات	O
الثقافية	O
مع	O
الممالك	B-LOC
الصليبية	I-LOC
والمدن	B-LOC
الإسلامية	I-LOC
. O
كان	O
الرازي	B-PERS
طبيبا	O
وجراحا	O
وهو	O
من	O
اعظم	O
العلماء	O
العرب	B-PERS
وكان	O
يقرأ	O
كثيرا	O
ويربط	O
بين	O
العلم	O
والعمل	O
. O
من	O
الأمثلة	O
الحديثة	O
المطبقة	O
تماما	O
هي	O
الأدوات	O
المكتبية	O
office	O
suite	O
و	O
هي	O
عبارة	O
عن	O
برامج	O
ذات	O
صفات	O
مشتركة	O
لأداء	O
مهام	O
المكتب	O
الشائعة	O
. O
كان	O
ذلك	O
بمنزلة	O
صفعة	O
قاتلة	O
لهيبة	O
أمريكا	B-LOC
التي	O
كان	O
دورها	O
مقصورا	O
على	O
دعم	O
الحلفاء	B-ORG
فكانت	O
النتيجة	O
الحتمية	O
إعلان	O
أمريكا	B-LOC
الحرب	O
على	O
اليابان	B-LOC
فسارعت	O
ألمانيا	B-LOC
وإيطاليا	B-LOC
بإعلان	O
الحرب	O
عليها	O
. O
سي	I-ORG
بنقل	O
إكس6	B-MISC
ليعمل	O
مع	O
جهاز	O
العرض	O
QVSS	B-MISC
على	O
أجهزة	O
MicroVAX	B-MISC
. O
نتيجة	O
لكلفته	O
الضئيلة	O
و	O
القدرة	O
العالية	O
على	O
ضبطه	O
و	O
إعداده	O
أصبح	O
جنو	B-MISC
لينكس	B-MISC
أحد	O
أهم	O
الأنظمة	O
المضمنة	O
ضمن	O
مجموعات	O
التلفزيونية	O
و	O
أنظمة	O
الهواتف	O
النقالة	O
و	O
الأجهزة	O
الإلكترونية	O
المحمولة	O
. O
يتميز	O
جنو	B-MISC
لينكس	B-MISC
بالثبات	O
ونظام	O
الأمن	O
الأكثر	O
إحكاما	O
كما	O
أنه	O
توجد	O
له	O
بعض	O
الإصدارات	O
أو	O
التوزيعات	O
القابلة	O
للعمل	O
علي	O
أجهزة	O
مختلفة	O
مثل	O
أجهزة	O
آي	O
بي	O
إم	O
والمتوافقة	O
معها	O
وأجهزة	O
ماكنتوش	O
وأجهزة	O
أميجا	O
بل	O
والأجهزة	O
الكبيرة	O
التي	O
تعتمد	O
علي	O
معالجات	O
RISC	O
والمعروفة	O
بين	O
الناس	O
باسم	O
الأجهزة	O
Mini	O
Mainframe	O
. O
إن	O
نقل	O
البيانات	O
وخاصة	O
إذا	O
كانت	O
بكميات	O
كبيرة	O
قد	O
يكون	O
مكلفا	O
. O
أهم	O
هذه	O
المساجد	O
وربما	O
أشهر	O
معالم	O
دمشق	B-LOC
هو	O
المسجد	B-LOC
الأموي	I-LOC
الكبير	I-LOC
وهو	O
من	O
رموز	O
الإسلام	O
الشهيرة	O
عالميا	O
. O
النسخ	O
الموجودة	O
الآن	O
حتى	O
سنة	O
2007	O
هي	O
OpenBSD	B-MISC
و	O
NetBSD	B-MISC
. O
تمت	O
الإصلاحات	O
في	O
هذا	O
الجامع	O
عدة	O
مرات	O
كما	O
امتدت	O
إليه	O
يد	O
التدمير	O
والخراب	O
في	O
فترات	O
من	O
عصوره	O
المختلفة	O
شأنه	O
في	O
ذلك	O
شأن	O
كثير	O
من	O
المساجد	O
الأخرى	O
. O
الصين	B-LOC
يعمل	O
بها	O
11	O
مفاعل	O
نووي	O
وتقوم	O
حاليا	O
بانشاء	O
14	O
مفاعل	O
وتخطط	O
لإنشاء	O
115	O
مفاعل	O
جديد	O
. O
النصف	O
النهائي	O
فازت	O
فيه	O
البرتغال	B-LOC
2	O
1	O
على	O
هولندا	B-LOC
بهدف	O
لرونالدو	B-PERS
والآخر	O
لمانيش	B-PERS
. O
عرف	O
أبو	B-PERS
بكر	I-PERS
مباشرة	O
أن	O
مثل	O
هذه	O
الحركات	O
تهدد	O
وحدة	O
الأمة	O
و	O
الدين	O
و	O
كان	O
رده	O
مباشرة	O
عن	O
طريق	O
مجموعة	O
حملات	O
عسكرية	O
على	O
القبائل	O
المرتدة	O
عرفت	O
بحروب	O
الردة	B-MISC
. O
ولا	O
ننسي	O
أيضا	O
رغبة	O
المدن	B-LOC
الساحلية	I-LOC
الأوروبية	I-LOC
تحقيق	O
مكاسب	O
تجارية	O
نظيرا	O
لنقل	O
المحاربين	O
علي	O
سفنها	O
ورغبة	O
بعض	O
فرسان	O
أوروبا	B-LOC
في	O
التخلص	O
من	O
النظام	O
الاقطاعي	O
الفاسد	O
عن	O
طريق	O
العيش	O
في	O
الشرق	O
وهذا	O
ما	O
يعيد	O
نفسه	O
اليوم	O
كانت	O
العلاقات	O
الخارجية	O
لاوروبا	B-LOC
مع	O
المد	O
الإسلامي	O
لا	O
تبعث	O
على	O
الطمأنينة	O
. O
وهذه	O
الطريقة	O
يحول	O
اليورانيوم	B-MISC
لغاز	O
هكسافلوريد	B-MISC
اليورانيوم	I-MISC
ويدخل	O
في	O
آلة	O
طرد	O
مركزي	O
تدور	O
بسرعة	O
كبيرة	O
. O
دخل	O
راؤول	B-PERS
ذلك	O
الموسم	O
أملا	O
أن	O
يكون	O
لاعب	O
الأول	O
في	O
أوروبا	B-LOC
والعالم	O
وقد	O
لعب	O
في	O
الدوري	B-ORG
الأسباني	I-ORG
قرابة	O
35	O
مباراة	O
وسجل	O
خلالها	O
14	O
هدف	O
وأحتل	O
الريال	B-ORG
في	O
ذلك	O
الموسم	O
المركز	O
الرابع	O
بينما	O
لعب	O
في	O
كأس	B-MISC
إسبانيا	I-MISC
6	O
مباريات	O
وسجل	O
6	O
أهداف	O
أيضا	O
بينما	O
في	O
بطولة	B-MISC
دوري	I-MISC
أبطال	I-MISC
أوروبا	I-MISC
لكرة	O
القدم	O
12	O
مباراة	O
وسجل	O
خلالها	O
6	O
أهداف	O
وصل	O
ريال	B-ORG
مدريد	I-ORG
إلى	O
نهائي	O
البطولة	O
وألتقى	O
مع	O
نادي	B-ORG
بايرليفركوزن	I-ORG
الألماني	O
وأفتتح	O
راؤول	B-PERS
التسجيل	O
عندما	O
مرر	O
كارلوس	B-PERS
رمية	O
تماس	O
طويلة	O
أستقبلها	O
الفتى	O
الذهبي	O
واودعها	O
في	O
مرمى	O
بوت	O
وعادل	O
لوسيو	B-PERS
النتيجة	O
وأستطاع	O
زين	B-PERS
الدين	I-PERS
زيدان	I-PERS
تسجيل	O
هدف	O
الفوز	O
وبذلك	O
يربح	O
راؤول	B-PERS
دوري	B-MISC
أبطال	I-MISC
أوروبا	I-MISC
لمرة	O
ثانية	O
في	O
مسيرته	O
. O
ولقد	O
تجسدت	O
أغلب	O
التطورات	O
التي	O
أحدثتها	O
بشكل	O
عملي	O
في	O
عدة	O
قطاعات	O
من	O
التقنية	O
والطب	B-MISC
. O
رأت	O
البابوية	O
في	O
السيطرة	O
على	O
الأرض	B-LOC
المقدسة	I-LOC
دعما	O
كبيرا	O
لنفوذها	O
كما	O
رأت	O
أيضا	O
في	O
السيطرة	O
على	O
الكنيسة	B-LOC
الشرقية	I-LOC
بالقسطنطينية	B-LOC
وسيلة	O
لإعادة	O
توحيد	O
الكنيسة	O
تحت	O
ظلال	O
البابوية	O
ولعبت	O
العوامل	O
الاقتصادية	O
والتنافسية	O
دورا	O
بدا	O
واضحا	O
في	O
الحملة	B-MISC
الصليبية	I-MISC
الرابعة	I-MISC
. O
وكانت	O
الأروقة	O
وعضاداتها	O
وقناطرها	O
مكسوة	O
كلها	O
بالفسيفساء	O
الزجاجي	O
الملون	O
ومازالت	O
أقسام	O
كثيرة	O
باقية	O
في	O
واجهة	O
الحرم	O
وفي	O
الأروقة	O
ولقد	O
أعيد	O
بعض	O
ما	O
سقط	O
منها	O
وخاصة	O
قبة	B-LOC
الخزنة	I-LOC
التي	O
استعادت	O
زخرفتها	O
الفسيفسائية	O
مؤخرا	O
وهذه	O
القبة	O
هي	O
غرفة	O
مثمنة	O
تعلوها	O
قبة	O
محمولة	O
على	O
ثمانية	O
أعمدة	O
كانت	O
تحفظ	O
فيها	O
أموال	O
المسلمين	O
ثم	O
أصبحت	O
لحفظ	O
المخطوطات	O
الثمينة	O
. O
ويتوسط	O
جدار	O
القبلة	O
المحراب	O
الكبير	O
الذى	O
لم	O
يبقى	O
من	O
معالمه	O
الأصلية	O
سوى	O
تجويفه	O
والأعمدة	O
الرخامية	O
التي	O
تكتنفه	O
وأعلى	O
الجزء	O
الواقع	O
أمام	O
المحراب	O
قبة	O
صغيرة	O
من	O
الخشب	O
بدائرها	O
شبابيك	O
جصية	O
مفرغة	O
محلاة	O
بالزجاج	O
الملون	O
وبجانب	O
المحراب	O
منبر	O
عمله	O
السلطان	O
لاجين	B-PERS
أيضا	O
وحل	O
محل	O
المنبر	O
الأصلى	O
وهو	O
مصنوع	O
من	O
الخشب	O
المجمع	O
على	O
هيئة	O
أشكال	O
هندسية	O
تحصر	O
بينها	O
حشوات	O
محلاة	O
بزخارف	O
دقيقة	O
بارزة	O
وهذا	O
المنبر	O
والتجديد	O
تم	O
في	O
حشوه	O
فقط	O
لهذا	O
يعتبر	O
من	O
حيث	O
القدم	O
ثالث	O
وأجمل	O
المنابر	O
القائمة	O
بمصر	B-LOC
. O
راجع	O
المقال	O
الفرعي	O
أنواع	O
الحواسيب	O
. O
في	O
7	O
سبتمبر	O
2005	O
توفي	O
والد	O
رونالدو	B-PERS
دينيس	B-PERS
افيرو	I-PERS
ولكنه	O
وبعد	O
ساعات	O
فقط	O
من	O
تلقي	O
ذلك	O
النبأ	O
لعب	O
مع	O
منتخب	B-ORG
البرتغال	I-ORG
في	O
تصفيات	B-MISC
كأس	I-MISC
العالم	I-MISC
2006	O
ضد	O
منتخب	B-ORG
روسيا	I-ORG
لكرة	O
القدم	O
ولكن	O
مدرب	O
نادي	B-ORG
مانشستر	I-ORG
منحه	O
إجازة	O
وسمح	O
له	O
بالعودة	O
إلى	O
مسقط	O
رأسه	O
للمشاركة	O
في	O
مراسيم	O
عزاء	O
والده	O
في	O
10	O
سبتمبر	O
2005	O
وغاب	O
رونالدو	B-PERS
عن	O
مباراة	O
فريقه	O
مانشستر	B-LOC
مع	O
نادي	B-ORG
مانشستر	I-ORG
ديربي	I-ORG
في	O
ذلك	O
اليوم	O
ولكنه	O
لعب	O
مع	O
مانشستر	B-LOC
في	O
مبارته	O
اللاحقة	O
ضد	O
نادي	B-ORG
فياريال	I-ORG
ضمن	O
دوري	B-MISC
أبطال	I-MISC
أوروبا	I-MISC
. O
وقد	O
نشرالجدول	O
الدوري	O
في	O
أشكال	O
وأحجام	O
عدة	O
لكن	O
أكثر	O
الجداول	O
الحديثة	O
المستعملة	O
تبدأ	O
بالمجموعة	O
العمود	O
1	O
حيث	O
توجد	O
المعادن	O
علي	O
اليسار	O
ويليها	O
المجموعة	O
2	O
معادن	O
الأرض	O
القلوية	O
alkaline	B-MISC
earth	I-MISC
metals	I-MISC
. O
كما	O
في	O
عام	O
1896	O
أو	O
في	O
عام	O
2004	O
اختارت	O
أثينا	B-LOC
باليونان	B-LOC
غصن	O
الزيتون	O
الذي	O
يرمز	O
إلى	O
السلم	O
والصداقة	O
وذلك	O
للتعبير	O
عن	O
روح	O
والهدف	O
من	O
الألعاب	B-MISC
الأولمبية	I-MISC
. O
هناك	O
مفاعلات	O
البحوث	O
وهي	O
أبسط	O
من	O
مفاعلات	O
الطاقة	O
وتعمل	O
في	O
درجات	O
حرارة	O
ووقود	O
أقل	O
من	O
اليورانيوم	B-MISC
عالي	O
التخصيب	O
20	O
من	O
U235	O
على	O
الرغم	O
من	O
أن	O
بعضا	O
من	O
المفاعلات	O
البحثية	O
الأقدم	O
تستخدم	O
93	O
من	O
U235	O
. O
وبداية	O
من	O
عام	O
1953	O
شرع	O
بيرنابيو	B-PERS
باستراتيجية	O
مع	O
لاعبين	O
من	O
الطراز	O
الرفيع	O
من	O
الخارج	O
ومن	O
المواهب	O
البارزة	O
داخل	O
إسبانيا	B-PERS
ولعل	O
أبرزها	O
التوقيع	O
مع	O
ألفريدو	B-PERS
دي	I-PERS
ستيفانو	I-PERS
وجلب	O
الموهبة	O
الإسبانية	O
فرانشيسكو	B-PERS
خينتو	I-PERS
. O
تصف	O
الميكانيكا	B-MISC
الكلاسيكية	I-MISC
القوى	O
التي	O
تؤثر	O
على	O
حالة	O
الأجسام	O
المادية	O
وحركتها	O
. O
وفي	O
عام	O
وضعت	O
ساعة	O
كبيرة	O
مميزة	O
عند	O
رواق	O
الباب	O
الشرقي	O
للجامع	B-LOC
الأموي	I-LOC
. O
لأن	O
خواصها	O
متشابهة	O
. O
وفي	O
دمشق	B-LOC
أوابد	O
وآثار	O
في	O
كل	O
زاوية	O
من	O
زواياها	O
وفيها	O
الشارع	O
المستقيم	O
الذي	O
ورد	O
ذكره	O
في	O
الإنجيل	O
ومقدسات	O
إسلامية	O
ومسيحية	O
. O
كل	O
غلاف	O
من	O
أغلفة	O
الطاقة	O
في	O
ذرات	O
العناصر	O
ينقسم	O
إلى	O
مستويات	O
فرعية	O
عديدة	O
والتي	O
تمتلئ	O
بزيادة	O
الرقم	O
الذري	O
للعناصر	O
طبقا	O
للترتيب	O
التالي	O
هذا	O
الترتيب	O
يماثل	O
ترتيب	O
الجدول	O
الدوري	O
. O
يعود	O
نشوء	O
دمشق	B-LOC
إلى	O
تسعة	O
آلاف	O
سنة	O
قبل	O
الميلاد	O
أو	O
أكثر	O
كما	O
دلت	O
الاكتشافات	O
والحفريات	O
في	O
مواقع	O
عديدة	O
في	O
المدينة	O
ومحيطها	O
منها	O
موقع	O
تل	B-LOC
الرماد	I-LOC
ويذكر	O
الباحثون	O
إنها	O
أقدم	O
مدينة	O
وعاصمة	O
في	O
التاريخ	O
كانت	O
عاصمة	O
منذ	O
فجر	O
التاريخ	O
ولعدة	O
حضارات	O
في	O
فترات	O
تاريخية	O
مختلفة	O
وبالنسبة	O
لاسم	O
المدينة	O
فهناك	O
العديد	O
من	O
الروايات	O
التاريخية	O
التي	O
اختلفت	O
في	O
تحديد	O
معنى	O
تسميتها	O
ولها	O
روايات	O
عديدة	O
والأرجح	O
كما	O
تقول	O
إحدى	O
الروايات	O
أنها	O
كلمة	O
تدل	O
على	O
الإسراع	O
وفي	O
رواية	O
دمشقت	O
أي	O
أسرعت	O
نسبة	O
لأن	O
هذه	O
المدينة	O
تم	O
بنائها	O
بسرعة	O
في	O
فجر	O
التاريخ	O
ورواية	O
أخرى	O
أنها	O
سميت	O
شام	B-LOC
نسبة	O
إلى	O
سام	B-PERS
بن	I-PERS
نوح	I-PERS
. O
يوجد	O
في	O
الجدول	O
18	O
مجموعة	O
في	O
الجدول	O
الدوري	O
القياسي	O
. O
و	O
تقاس	O
أطوال	O
الموجات	O
الضوئية	O
بوحدات	O
صغيرة	O
جدا	O
مثل	O
الميكرومتر	O
و	O
النانومتر	O
و	O
الانجستروم	O
. O
كل	O
الأندية	O
التي	O
تعاملت	O
معه	O
أعجبت	O
بموهبته	O
بالنسبة	O
إلى	O
عمره	O
بالإضافة	O
إلى	O
نضج	O
عقله	O
و	O
عدم	O
تهوره	O
. O
وأعلنت	O
في	O
آذار	O
مارس	O
1920	O
عاصمة	O
للحكومة	B-ORG
العربية	I-ORG
المستقلة	O
برئاسة	O
الملك	O
فيصل	B-PERS
الأول	I-PERS
. O
فمنذ	O
نهاية	O
القرن	O
الحادى	O
عشر	O
بدأت	O
بوادر	O
المقاومة	O
ضد	O
الكنيسة	B-LOC
البابوية	I-LOC
في	O
روما	B-LOC
و	O
سيطرتها	O
على	O
شئون	O
الحياة	O
الأوربية	O
وعند	O
نهاية	O
القرن	O
الثاني	O
عشر	O
ذاعت	O
الأفكار	O
التي	O
أخذ	O
يواقيم	B-PERS
الفلورى	I-PERS
Jouchim	O
Flora	O
يدعو	O
لها	O
وقد	O
لاقت	O
أفكاره	O
الدينية	O
الذيوع	O
بسرعة	O
ملحوظة	O
. O
ومن	O
ثم	O
فإنه	O
يمكن	O
تجنب	O
هذا	O
الأمر	O
في	O
بعض	O
الأحيان	O
عن	O
طريق	O
استخدام	O
مؤشرات	O
لبيانات	O
. O
مع	O
نهاية	O
الثمانيات	O
وبداية	O
التسعينات	O
كانت	O
تقريبا	O
كل	O
المكونات	O
الأساسية	O
لنظام	O
جنو	B-MISC
قد	O
اكتملت	O
ماعدا	O
النواة	O
فحتى	O
ذلك	O
الوقت	O
لم	O
تكن	O
هناك	O
نواة	O
مكتملة	O
لنظام	O
جنو	B-MISC
ولكن	O
كانت	O
هناك	O
محاولات	O
لا	O
تزال	O
في	O
بدايتها	O
لعمل	O
نواة	O
والتي	O
عرفت	O
فيما	O
بعد	O
باسم	O
هيرد	B-MISC
مبنية	O
على	O
النوية	O
ماخ	B-MISC
لكن	O
هذا	O
استغرق	O
وقتا	O
طويلا	O
جدا	O
. O
عادة	O
ضد	O
الوثنيون	B-PERS
والزنادقة	B-PERS
والشعوب	O
الخاضعة	O
لحظر	O
الطرد	O
لمزيج	O
من	O
الدينية	O
والاقتصادية	O
و	O
أسباب	O
سياسية	O
. O
فإذا	O
اقتدى	O
المقتدي	O
أثرهم	O
صار	O
أدركهم	O
كلهم	O
له	O
في	O
زمان	O
قصير	O
. O
7	O
الأمر	O
الذي	O
يعوق	O
استخدامه	O
بحالته	O
الطبيعية	O
ويلزم	O
رفع	O
هذه	O
النسبة	O
إلى	O
حوالي	O
4	O
أو	O
5	O
فيما	O
يعرف	O
بعملية	O
التخصيب	O
النووي	O
أو	O
التثرية	O
Enrichment	B-MISC
وذلك	O
حتى	O
يسهل	O
توجيه	O
النيوترونات	B-MISC
إليه	O
في	O
الآلات	O
التي	O
تقوم	O
بذلك	O
والتي	O
كانت	O
معروفة	O
منذ	O
عام	O
1929	O
باسم	O
المعجل	O
الرحوي	O
السيكلوترون	B-MISC
Cyclotron	B-MISC
الذي	O
صممه	O
الأمريكي	O
إرنست	B-PERS
